LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,LOLA,15236,2099,4/2/2010 12:41
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,MADD MAXX,15239,2099,10/24/2014 14:17
Dog Senior Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,BUDDY,15238,2099,4/7/2010 11:50
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,BARKER,15238,2099,9/22/2009 8:20
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BLONDE,BEAR,15090,2099,6/30/2008 9:57
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,QUINN,15241,2099,8/14/2017 10:20
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,OTHER,AUTUMN,15065,2099,3/9/2004 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,TAN,GUNNER,15084,2099,1/25/2006 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SABLE,15135,2099,4/15/2004 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,WHITE,GINGER SNAP,15046,2099,3/7/2017 13:50
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,TILLY,15131,2099,4/25/2017 13:34
Dog Lifetime Male,GOLDEN RETRIEVER,BROWN,DAKOTA,15084,2099,6/30/2008 11:43
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,CHANCE,15235,2099,4/1/2009 13:14
Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,MILOWE,15101,2099,2/20/2004 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,DOZER,15037,2099,2/23/2004 0:00
Dog Senior Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,SAM,15237,2099,5/11/2016 15:09
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,RED,RUSTY,15044,2099,4/14/2006 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,BERKLEY,15025,2099,1/11/2005 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SADIE,15102,2099,10/13/2004 0:00
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,SADIE,15102,2099,10/3/2011 11:45
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,MAX,15122,2099,10/13/2004 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,MADDOX,15214,2099,11/3/2004 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,BRIE,15229,2099,2/23/2007 14:27
Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,HULK,15143,2099,8/17/2004 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,ROCK,15143,2099,8/17/2004 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,CLANCY,15237,2099,8/27/2004 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,GINGER,15126,2099,8/12/2004 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,ZOEY,15065,2099,7/2/2004 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,COBY,15237,2099,3/18/2005 0:00
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SHEA,15235,2099,4/15/2005 0:00
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,HEIDI,15236,2099,4/8/2008 15:23
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,RED,LUKE,15136,2099,4/6/2005 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,CREAM,MUFFIN,15136,2099,5/10/2011 14:24
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BLONDE,SCOUT,15215,2099,3/31/2005 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,SUNSHINE,15137,2099,5/23/2005 0:00
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,SUNSHINE,15137,2099,6/20/2007 15:46
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,CARLI,15101,2099,4/29/2005 0:00
Dog Lifetime Male,GOLDEN RETRIEVER,YELLOW,JAZZ,15143,2099,5/3/2005 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,VIOLET,15045,2099,5/5/2005 0:00
Dog Lifetime Male,GOLDEN RETRIEVER,WHITE,YUKON,15237,2099,5/9/2005 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,OAKLEY,15090,2099,3/30/2007 11:26
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SHELBY,15234,2099,1/31/2005 0:00
Dog Lifetime Female,GOLDEN RETRIEVER,GOLD,LUCY,15234,2099,1/31/2005 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,HAILIE,15237,2099,2/8/2005 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BLONDE,RITA,15237,2099,2/9/2005 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,WHITE,LILY,15237,2099,3/4/2008 16:03
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BLONDE,PRECIOUS,15132,2099,2/3/2005 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MADDY,15227,2099,2/1/2006 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,TUCKER,15132,2099,2/8/2005 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,CHLOE,15132,2099,3/1/2005 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,CHARLIE,15237,2099,2/28/2005 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN/GOLD,GUNNY,15209,2099,2/10/2005 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,CHARLIE,15216,2099,7/10/2006 0:00
Dog Senior Lifetime Neutered Male,GOLDEN RETRIEVER,BLACK/BROWN,MAX,15144,2099,5/2/2008 12:27
Dog Senior Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,MURPHY,15239,2099,5/7/2008 10:41
Dog Senior Lifetime Female,GOLDEN RETRIEVER,GOLD,ELLIE,15239,2099,5/7/2008 10:41
Dog Lifetime Female,GOLDEN RETRIEVER,GOLD,SILIN,15238,2099,5/9/2008 14:27
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,BLACK,HOLLY,15236,2099,5/8/2008 10:15
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,BRANDON,15101,2099,5/14/2008 14:40
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,CREAM,LUCKY,15122,2099,5/21/2008 11:21
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,EINO,15025,2099,5/29/2008 9:57
Dog Senior Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,BUDDY,15227,2099,6/23/2008 13:36
Dog Lifetime Female,GOLDEN RETRIEVER,GOLD,SASHA MATRASCIA,15025,2099,6/23/2008 11:09
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,PAYTON,15044,2099,7/1/2008 14:03
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,TUCKER,15032,2099,7/3/2008 11:58
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,SHELBY,15237,2099,3/4/2008 11:58
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,DUKE,15239,2099,3/12/2008 16:13
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,JASMINE,15108,2099,2/28/2008 9:47
Dog Senior Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,JACOB,15102,2099,2/14/2008 14:49
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,MILLER,15146,2099,2/19/2008 12:25
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SOPHIE,15025,2099,2/19/2008 15:48
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,BRANDY,15237,2099,2/25/2008 15:51
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,RED/BROWN,LIZZIE,15146,2099,3/24/2008 14:16
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,CHEERIO,15235,2099,6/19/2008 13:23
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,TAN,GINGER,15143,2099,3/14/2008 13:15
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,SOCRATES,15132,2099,4/8/2008 14:09
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,DIESEL,15044,2099,5/6/2008 11:18
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,MAX,15235,2099,10/15/2008 13:43
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,CHLOE,15037,2099,10/27/2008 12:36
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,ZOE,15227,2099,10/1/2008 14:30
Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,CHESTER,15132,2099,11/5/2008 10:16
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,LILLY BELLE CANNELLA,15015,2099,11/12/2008 13:03
Dog Senior Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,BAILEY,15090,2099,12/15/2008 10:35
Dog Out of County Transfer - Lifetime,GOLDEN RETRIEVER,GOLD,NO NAME,15101,2099,12/16/2008 14:48
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,CHESSIE,15084,2099,9/5/2008 15:12
Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,BARRY,15236,2099,9/11/2008 13:04
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,RUUTU,15236,2099,9/16/2008 15:21
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BLONDE,SIDNEY CROSBY,15147,2099,10/2/2009 15:44
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,JACEE,15101,2099,7/31/2008 14:17
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,CENA,15122,2099,7/16/2008 11:40
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,TAN,CHLOE,15239,2099,7/22/2008 11:49
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,DOLLY,15116,2099,11/9/2007 12:58
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BLONDE,GRACIE,15084,2099,9/26/2007 15:39
Dog Lifetime Duplicate,GOLDEN RETRIEVER,BLONDE,GRACIE,15084,2099,9/12/2017 14:22
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MIAMI,15102,2099,10/3/2007 13:44
Dog Senior Lifetime Neutered Male,GOLDEN RETRIEVER,WHITE/TAN,SAMSON,15216,2099,10/5/2007 11:52
Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,TITAN,15102,2099,7/30/2007 15:16
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,CASSIE,15146,2099,8/15/2007 13:27
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,DAPHINE,15143,2099,8/27/2007 14:46
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,TAN,GUS,15143,2099,12/18/2007 15:29
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,CLIFFORD,15044-8107,2099,12/10/2007 11:06
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN/TAN,JOEY,15037,2099,12/10/2007 14:44
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,LOLA WOLFF,15209,2099,12/20/2007 16:02
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,GUS,15122,2099,1/2/2008 13:32
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,GUS,15122,2099,1/6/2012 11:59
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MACEY,15025,2099,1/9/2008 10:04
Dog Lifetime Female,GOLDEN RETRIEVER,TAN,MAVEN,15209,2099,1/22/2008 15:07
Dog Lifetime Duplicate,GOLDEN RETRIEVER,TAN,MAVEN,15209,2099,12/29/2011 14:22
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MOLLY,15102,2099,2/5/2008 11:09
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,MOLLY,15102,2099,8/2/2012 12:58
Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,NEVADA,15146,2099,4/13/2007 14:12
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,CODY,15241,2099,3/26/2007 16:16
Dog Out of County Transfer - Lifetime,GOLDEN RETRIEVER,GOLD,SIERRA,15146,2099,3/8/2007 11:36
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD/RED,RUPERT,15101,2099,10/14/2009 15:10
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD/RED,RUPERT,15101,2099,3/20/2007 14:51
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,COOPER,15129,2099,3/18/2008 13:52
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,DEEDLES,15228,2099,1/8/2018 15:15
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,BELLA,15237,2099,1/28/2009 14:12
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BLONDE,ARTHUR,15239,2099,2/6/2007 14:03
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,KATIE,15237,2099,2/16/2007 13:13
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,FLICKA,15090,2099,1/31/2007 16:00
Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,JERRY,15133,2099,1/29/2007 15:05
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,TOBY,15227,2099,1/25/2007 15:38
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SADIE,15065,2099,4/25/2007 13:43
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,SADIE,15065,2099,12/20/2010 9:02
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,TAN,HERO,15147,2099,4/26/2007 14:48
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,KELSY,15132,2099,5/23/2007 15:22
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BLONDE,MAEBELLE,15122,2099,6/25/2007 16:02
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,HOLLY,15241,2099,7/9/2007 12:21
Dog Lifetime Male,GOLDEN RETRIEVER,BLONDE,JAKE,15237,2099,6/29/2007 13:24
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,RICKNE,15237,2099,
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,RICKNE,15237,2099,7/23/2007 11:11
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BLONDE,COOPER,15215,2099,7/23/2007 11:55
Dog Lifetime Duplicate,GOLDEN RETRIEVER,BLONDE,COOPER,15215,2099,2/12/2009 15:52
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,KERNEL,15237,2099,7/19/2007 14:16
Dog Lifetime Female,GOLDEN RETRIEVER,GOLD,BELLA,15025,2099,2/7/2011 13:23
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,EMMA,15236,2099,2/7/2011 10:47
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SOPHIA,15129,2099,2/2/2011 14:12
Dog Lifetime Female,GOLDEN RETRIEVER,GOLD,DANDIE,15143,2099,2/4/2011 15:36
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,GABBY,15044,2099,1/31/2011 11:01
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SHILOH,15025,2099,2/17/2011 13:49
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,GRACIE,15034,2099,1/18/2012 15:42
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BLONDE,KATIE,15237,2099,1/21/2011 13:25
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BLONDE,SUNNY,15044,2099,6/8/2011 13:05
Dog Lifetime Duplicate,GOLDEN RETRIEVER,BLONDE,SUNNY,15044,2099,5/16/2016 12:56
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,GOLDIE,15065,2099,1/25/2011 14:26
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MACKENZIE,15218,2099,3/9/2012 9:27
Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,GIBBS,15143,2099,1/22/2013 8:47
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,GRACIE,15126,2099,11/24/2010 14:12
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,JAZZY,15122,2099,12/16/2010 16:03
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,ROSIE,15101,2099,12/16/2010 16:03
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SHELBY,15205,2099,1/7/2011 14:38
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,SAMPSON,15090,2099,1/11/2011 16:07
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,EMMA,15143,2099,8/23/2013 14:10
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,TY,15236,2099,9/22/2010 14:11
Dog Senior Lifetime Female,GOLDEN RETRIEVER,GOLD,FRIEDA,15221,2099,10/28/2010 13:46
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,RUGBY,15228,2099,10/20/2010 9:43
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,AHSOKA,15239,2099,10/1/2010 15:23
Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,JESSE JAMES,15047,2099,9/27/2010 10:36
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,HAPPY,15227,2099,6/29/2010 14:03
Dog Lifetime Duplicate,GOLDEN RETRIEVER,BROWN,HAPPY,15227,2099,6/4/2013 14:32
Dog Lifetime Male,GOLDEN RETRIEVER,BROWN,EINSTEIN,15044,2099,7/14/2010 8:22
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,BUDDY,15102,2099,7/12/2010 11:01
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,ROXY,15241,2099,6/10/2010 13:28
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,COOPER,15241,2099,6/15/2010 11:58
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,CARAMELLO,15237,2099,6/16/2010 11:40
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,DUNKUN,15236,2099,6/18/2010 14:02
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,BENJI,15143,2099,6/18/2010 15:21
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,WHITE,TOBY,15116,2099,8/2/2010 14:55
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,DUKE,15241,2099,8/13/2010 14:36
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,DUKE,15241,2099,2/28/2011 10:59
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,DUKE,15241,2099,7/15/2014 10:16
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,HAYLEE,15227,2099,7/26/2010 16:07
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,JOSIE,15235,2099,1/12/2011 9:28
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SUKIE,15132,2099,7/19/2010 16:01
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,SUKIE,15132,2099,11/10/2010 11:27
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,FINNEGAN,15236,2099,7/15/2010 16:15
Dog Senior Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,MAX,15227,2099,3/15/2011 10:57
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,BENTLEY,15122,2099,3/8/2011 15:04
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,HALEY,15229,2099,3/25/2011 14:57
Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,BUDDY,15090,2099,3/29/2011 14:30
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BLONDE,CHAMP,15025,2099,3/18/2011 12:51
Dog Senior Lifetime Female,GOLDEN RETRIEVER,BROWN,CHER,15116,2099,8/30/2013 15:14
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,TANK,15063,2099,4/28/2010 14:58
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,BARKLEY,15237,2099,6/3/2010 12:06
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,MAVERICK,15102,2099,5/19/2010 14:49
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,COOPER,15106,2099,5/7/2010 14:18
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,TAN,JAZZ,15131,2099,5/13/2010 14:32
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,HOWIE BOURAS,15122,2099,5/12/2010 14:11
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,HOWIE BOURAS,15122,2099,10/10/2012 8:34
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,CREAM,STELLA,15237,2099,5/14/2010 12:35
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,MAX,15237,2099,1/25/2011 15:08
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,BELLA,15236,2099,5/3/2010 9:40
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD/RED,ZARLEY,15237,2099,2/23/2010 14:48
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,BEN,15129,2099,3/17/2010 14:51
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,WHITE/BLACK/GREY,WILBUR,15146,2099,3/17/2010 15:05
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,CALI,15131,2099,3/11/2010 9:32
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SIDNEY,15084,2099,3/12/2010 13:44
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SHELBY,15236,2099,1/29/2010 15:52
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,KHLOE,15241,2099,2/2/2010 15:16
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,ALLIE,15090,2099,1/26/2010 12:08
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,JACK,15144,2099,1/26/2010 9:44
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,JACK,15144,2099,2/6/2012 13:48
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,ELOISE,15237,2099,1/20/2010 10:03
Dog Out of County Transfer - Lifetime,GOLDEN RETRIEVER,GOLD,PATSY,15216,2099,12/29/2009 9:26
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,CALI,15236,2099,1/6/2010 13:44
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,WHITE,BOTWIN,15139,2099,1/6/2010 13:51
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BLONDE,LOUIE,15235,2099,1/11/2010 9:26
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,LILY,15227,2099,1/8/2010 10:22
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,FRANKIE,15106,2099,11/24/2010 13:54
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,FAWN,ALI,15236,2099,1/8/2010 9:20
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MOLLY,15131,2099,1/8/2010 9:40
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,DUCE,15108,2099,10/29/2012 15:27
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MILEY,15205,2099,1/12/2010 13:48
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,EVA,15241,2099,12/22/2009 15:19
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MYA,15116,2099,11/25/2009 13:52
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,LUCY,15143,2099,12/1/2009 11:04
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,LUCY,15143,2099,2/9/2010 14:48
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SYDNEY,15234,2099,12/3/2009 13:49
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,REESE,15044,2099,11/4/2009 13:30
Dog Senior Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,COLBY,15235,2099,11/12/2009 13:38
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,ABBEY,15017,2099,11/12/2009 12:50
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MOLLY,15235,2099,11/12/2009 14:02
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SUMMER,15227,2099,11/19/2009 16:09
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,WHITE,CHLOE,15129,2099,11/18/2009 11:44
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,RUBY,15236,2099,11/23/2009 14:26
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,HUNTER,15135,2099,11/23/2009 14:33
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,SIDNEY,15044,2099,11/17/2009 11:34
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,JERSEY,15218,2099,9/30/2009 11:22
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,RANGER,15101,2099,10/19/2009 10:32
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,SAM,15101,2099,10/15/2009 15:26
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,ELLA,15120,2099,10/22/2009 15:23
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,ELLA,15120,2099,7/24/2013 10:22
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,BLAZE,15120,2099,2/4/2010 14:32
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,BARNEY,15237,2099,10/30/2009 13:31
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,BLONDE,MOLLY,15101,2099,10/30/2009 13:35
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,CHARLIE,15068,2099,9/20/2010 16:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,CHARLIE,15068,2099,12/4/2009 13:07
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,LILY,15090,2099,3/23/2009 12:05
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,WHITE,MISSY MAY,15214,2099,3/19/2009 16:20
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,JULIE CAKE,15227,2099,3/2/2009 16:15
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,ZIMBA,15122,2099,3/3/2009 8:04
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,ZIMBA,15122,2099,11/2/2016 9:49
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,DAISY,15025,2099,3/3/2009 14:57
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,CREAM,CHLOE,15227,2099,4/13/2009 15:41
